movement,estimate,year,or_county,location,tag
MOVEDNET,7,2014,,Utah,OOS
MOVEDIN,7,2015,,Utah,OOS
MOVEDOUT,0,2015,,Utah,OOS
MOVEDNET,7,2015,,Utah,OOS
MOVEDIN,29,2018,,Utah,OOS
MOVEDOUT,0,2018,,Utah,OOS
MOVEDNET,29,2018,,Utah,OOS
MOVEDIN,52,2019,,Utah,OOS
MOVEDOUT,0,2019,,Utah,OOS
MOVEDNET,52,2019,,Utah,OOS
MOVEDIN,43,2020,,Utah,OOS
MOVEDOUT,0,2020,,Utah,OOS
MOVEDNET,43,2020,,Utah,OOS
MOVEDIN,0,2010,,Utah,OOS
MOVEDOUT,57,2010,,Utah,OOS
MOVEDNET,-57,2010,,Utah,OOS
MOVEDIN,0,2011,,Utah,OOS
MOVEDOUT,50,2011,,Utah,OOS
MOVEDNET,-50,2011,,Utah,OOS
MOVEDIN,17,2012,,Utah,OOS
MOVEDOUT,53,2012,,Utah,OOS
MOVEDNET,-36,2012,,Utah,OOS
MOVEDIN,12,2013,,Utah,OOS
MOVEDOUT,61,2013,,Utah,OOS
MOVEDNET,-49,2013,,Utah,OOS
MOVEDIN,12,2014,,Utah,OOS
MOVEDOUT,59,2014,,Utah,OOS
MOVEDNET,-47,2014,,Utah,OOS
MOVEDIN,13,2015,,Utah,OOS
MOVEDOUT,54,2015,,Utah,OOS
MOVEDNET,-41,2015,,Utah,OOS
MOVEDIN,11,2016,,Utah,OOS
MOVEDOUT,54,2016,,Utah,OOS
MOVEDNET,-43,2016,,Utah,OOS
MOVEDIN,0,2017,,Utah,OOS
MOVEDOUT,68,2017,,Utah,OOS
MOVEDNET,-68,2017,,Utah,OOS
MOVEDIN,46,2018,,Utah,OOS
MOVEDOUT,38,2018,,Utah,OOS
MOVEDNET,8,2018,,Utah,OOS
MOVEDIN,104,2019,,Utah,OOS
MOVEDOUT,29,2019,,Utah,OOS
MOVEDNET,75,2019,,Utah,OOS
MOVEDIN,74,2020,,Utah,OOS
MOVEDOUT,14,2020,,Utah,OOS
MOVEDNET,60,2020,,Utah,OOS
MOVEDIN,0,2019,,Vermont,OOS
MOVEDOUT,11,2019,,Vermont,OOS
MOVEDNET,-11,2019,,Vermont,OOS
MOVEDIN,0,2020,,Vermont,OOS
MOVEDOUT,12,2020,,Vermont,OOS
MOVEDNET,-12,2020,,Vermont,OOS
MOVEDIN,0,2016,,Vermont,OOS
MOVEDOUT,4,2016,,Vermont,OOS
MOVEDNET,-4,2016,,Vermont,OOS
MOVEDIN,0,2017,,Vermont,OOS
MOVEDOUT,3,2017,,Vermont,OOS
MOVEDNET,-3,2017,,Vermont,OOS
MOVEDIN,0,2018,,Vermont,OOS
MOVEDOUT,8,2018,,Vermont,OOS
MOVEDNET,-8,2018,,Vermont,OOS
MOVEDIN,0,2019,,Vermont,OOS
MOVEDOUT,7,2019,,Vermont,OOS
MOVEDNET,-7,2019,,Vermont,OOS
MOVEDIN,0,2020,,Vermont,OOS
MOVEDOUT,9,2020,,Vermont,OOS
MOVEDNET,-9,2020,,Vermont,OOS
MOVEDIN,28,2010,,Vermont,OOS
MOVEDOUT,0,2010,,Vermont,OOS
MOVEDNET,28,2010,,Vermont,OOS
MOVEDIN,25,2011,,Vermont,OOS
MOVEDOUT,12,2011,,Vermont,OOS
MOVEDNET,13,2011,,Vermont,OOS
MOVEDIN,20,2012,,Vermont,OOS
MOVEDOUT,11,2012,,Vermont,OOS
MOVEDNET,9,2012,,Vermont,OOS
MOVEDIN,17,2013,,Vermont,OOS
MOVEDOUT,10,2013,,Vermont,OOS
MOVEDNET,7,2013,,Vermont,OOS
MOVEDIN,17,2014,,Vermont,OOS
MOVEDOUT,11,2014,,Vermont,OOS
MOVEDNET,6,2014,,Vermont,OOS
MOVEDIN,0,2015,,Vermont,OOS
MOVEDOUT,12,2015,,Vermont,OOS
MOVEDNET,-12,2015,,Vermont,OOS
MOVEDIN,0,2016,,Vermont,OOS
MOVEDOUT,11,2016,,Vermont,OOS
MOVEDNET,-11,2016,,Vermont,OOS
MOVEDIN,0,2017,,Vermont,OOS
MOVEDOUT,11,2017,,Vermont,OOS
MOVEDNET,-11,2017,,Vermont,OOS
MOVEDIN,0,2018,,Vermont,OOS
MOVEDOUT,12,2018,,Vermont,OOS
MOVEDNET,-12,2018,,Vermont,OOS
MOVEDIN,0,2019,,Vermont,OOS
MOVEDOUT,12,2019,,Vermont,OOS
MOVEDNET,-12,2019,,Vermont,OOS
MOVEDIN,0,2020,,Vermont,OOS
MOVEDOUT,9,2020,,Vermont,OOS
MOVEDNET,-9,2020,,Vermont,OOS
MOVEDIN,57,2010,,Vermont,OOS
MOVEDOUT,0,2010,,Vermont,OOS
MOVEDNET,57,2010,,Vermont,OOS
MOVEDIN,68,2011,,Vermont,OOS
MOVEDOUT,0,2011,,Vermont,OOS
MOVEDNET,68,2011,,Vermont,OOS
MOVEDIN,77,2012,,Vermont,OOS
MOVEDOUT,0,2012,,Vermont,OOS
MOVEDNET,77,2012,,Vermont,OOS
MOVEDIN,60,2013,,Vermont,OOS
MOVEDOUT,0,2013,,Vermont,OOS
MOVEDNET,60,2013,,Vermont,OOS
MOVEDIN,30,2014,,Vermont,OOS
MOVEDOUT,0,2014,,Vermont,OOS
MOVEDNET,30,2014,,Vermont,OOS
MOVEDIN,102,2015,,Vermont,OOS
MOVEDOUT,0,2015,,Vermont,OOS
MOVEDNET,102,2015,,Vermont,OOS
MOVEDIN,81,2016,,Vermont,OOS
MOVEDOUT,0,2016,,Vermont,OOS
MOVEDNET,81,2016,,Vermont,OOS
MOVEDIN,77,2017,,Vermont,OOS
MOVEDOUT,14,2017,,Vermont,OOS
MOVEDNET,63,2017,,Vermont,OOS
MOVEDIN,88,2018,,Vermont,OOS
MOVEDOUT,24,2018,,Vermont,OOS
MOVEDNET,64,2018,,Vermont,OOS
